,Single-ended 12 Ave. (V),Differential 13 - 14 Last (V),Differential 13 - 14 Ave. (V),Differential 13 - 14 Min. (V),Differential 13 - 14 Max. (V),Differential 15 - 16 Last (V),Differential 15 - 16 Ave. (V),Differential 15 - 16 Min. (V),Differential 15 - 16 Max. (V)
00:00:48,22.040840314213437,22.775442954544676,22.775442954544676,22.775442954544676,22.775442954544676,26.191492550981334,26.191492550981334,26.191492550981334,26.191492550981334
00:00:49,22.040840314213437,22.72611075537874,22.72611075537874,22.72611075537874,22.72611075537874,26.240465491046443,26.240465491046443,26.240465491046443,26.240465491046443
00:00:50,22.012381473695218,22.697725496407426,22.697725496407426,22.697725496407426,22.697725496407426,26.261260686890996,26.261260686890996,26.261260686890996,26.261260686890996
00:00:51,22.012381473695218,22.72239372622779,22.72239372622779,22.72239372622779,22.72239372622779,26.310226461382385,26.310226461382385,26.310226461382385,26.310226461382385
00:00:52,22.050326663284984,22.73557256687499,22.73557256687499,22.73557256687499,22.73557256687499,26.37226536234101,26.37226536234101,26.37226536234101,26.37226536234101
00:00:53,22.088272404071354,22.773420105653305,22.773420105653305,22.773420105653305,22.773420105653305,26.50771981170023,26.50771981170023,26.50771981170023,26.50771981170023
00:00:54,22.097758925394917,22.807545838838067,22.807545838838067,22.807545838838067,22.807545838838067,26.614981594788585,26.614981594788585,26.614981594788585,26.614981594788585
00:00:55,22.11673207139602,23.393357459407294,23.393357459407294,23.393357459407294,23.393357459407294,26.95169294929298,26.95169294929298,26.95169294929298,26.95169294929298
00:00:56,22.145192048787997,24.725356913214128,24.725356913214128,24.725356913214128,24.725356913214128,28.029913396942195,28.029913396942195,28.029913396942195,28.029913396942195
00:00:57,22.154678776824127,25.47109555842801,25.47109555842801,25.47109555842801,25.47109555842801,28.916627988562464,28.916627988562464,28.916627988562464,28.916627988562464
00:00:58,22.173652336255753,25.931139483525424,25.931139483525424,25.931139483525424,25.931139483525424,29.47066603981725,29.47066603981725,29.47066603981725,29.47066603981725
00:00:59,22.20211293380697,26.375655159381473,26.375655159381473,26.375655159381473,26.375655159381473,29.911913020171333,29.911913020171333,29.911913020171333,29.911913020171333
00:01:00,22.21159986856605,26.752073783962363,26.752073783962363,26.752073783962363,26.752073783962363,30.212725156594733,30.212725156594733,30.212725156594733,30.212725156594733
00:01:01,22.20211293380697,26.962772402753682,26.962772402753682,26.962772402753682,26.962772402753682,30.470454962379417,30.470454962379417,30.470454962379417,30.470454962379417
00:01:02,22.230573841449726,27.13757476300818,27.13757476300818,27.13757476300818,27.13757476300818,30.643986741258228,30.643986741258228,30.643986741258228,30.643986741258228
00:01:03,22.249547952155623,27.425077759829048,27.425077759829048,27.425077759829048,27.425077759829048,30.808150437149415,30.808150437149415,30.808150437149415,30.808150437149415
00:01:04,22.230573841449726,27.528442989481597,27.528442989481597,27.528442989481597,27.528442989481597,30.91079174326336,30.91079174326336,30.91079174326336,30.91079174326336
00:01:05,22.25903505919248,27.62980402422779,27.62980402422779,27.62980402422779,27.62980402422779,30.987199395751905,30.987199395751905,30.987199395751905,30.987199395751905
00:01:06,22.268522200686046,27.761226346766957,27.761226346766957,27.761226346766957,27.761226346766957,31.117708898214044,31.117708898214044,31.117708898214044,31.117708898214044
00:01:07,22.25903505919248,27.84948073419635,27.84948073419635,27.84948073419635,27.84948073419635,31.156881087214206,31.156881087214206,31.156881087214206,31.156881087214206
00:01:08,22.25903505919248,27.89828410638286,27.89828410638286,27.89828410638286,27.89828410638286,31.181116477455046,31.181116477455046,31.181116477455046,31.181116477455046
00:01:09,22.296983831908154,27.984536534680664,27.984536534680664,27.984536534680664,27.984536534680664,31.31524203239984,31.31524203239984,31.31524203239984,31.31524203239984
00:01:10,22.278009376636323,28.112169155794522,28.112169155794522,28.112169155794522,28.112169155794522,31.369325474326835,31.369325474326835,31.369325474326835,31.369325474326835
